"id","hsg","blk","hsp","nonint","mhs","mcol","fhs","fcol","adjinc","urb","empl","unem80","wtest","age"
7188,0,1,0,1,1,0,1,0,0.6532,1,2,7.1,-1.114,21
1767,1,0,0,0,0,1,0,1,2.4495,1,1,7.4,1.142,22
2644,1,0,1,0,0,0,0,0,0.3578,1,2,11.3,-0.066,20
3838,0,0,0,1,1,0,1,0,0.6261,1,0,4.7,0.186,20
6401,1,1,0,1,0,0,0,0,0.0996,0,2,6.9,-0.136,22
4009,1,0,0,1,0,0,0,0,0.5879,1,1,6.9,0.561,20
4712,0,1,0,0,0,0,0,0,0.6957,1,0,6.6,-1.423,22
5764,1,0,1,0,0,1,1,0,1.5285,1,2,3.7,1.043,22
4385,0,0,0,0,0,0,0,0,0.6708,1,1,6.6,0,21
11841,1,1,0,1,0,1,0,0,0.35,1,1,10.8,-0.162,22
8914,1,0,1,0,0,0,1,0,0.208,1,2,6.9,0.893,21
4850,1,0,0,0,1,0,0,0,0.5715,1,2,12.9,-1.103,20
535,0,0,0,0,0,0,0,0,0.4899,1,2,5.8,-0.393,21
2787,1,0,0,0,0,0,0,0,0.6954,0,2,6.9,0.971,21
355,1,0,0,1,1,0,1,0,0.8971,1,2,8.4,0.177,21
5365,1,0,0,0,0,0,1,0,0.8165,0,1,4.1,-0.828,21
4586,1,0,0,0,0,1,0,0,0.2254,1,1,8.6,1.194,21
6359,0,1,0,1,0,0,0,0,0.2449,0,2,6.9,-1.237,21
4630,1,0,0,0,0,1,0,1,2,1,1,7,0.211,22
1044,1,0,0,0,1,0,0,0,0.8944,1,1,4.4,-1.41,21
230,1,0,0,0,1,0,0,0,0.95,1,2,9.5,-0.191,20
3656,1,0,0,0,1,0,0,0,0.7603,1,2,7.2,0.025,22
3583,1,0,0,0,1,0,0,1,1.8,1,1,4.8,1.744,22
2976,1,0,0,0,1,0,0,1,0.8655,1,0,4.3,0.573,21
2209,1,1,0,1,1,0,1,0,0.4919,0,2,4.2,-0.845,22
7576,1,0,0,0,0,0,0,0,0.85,1,1,5,0.549,20
8499,1,1,0,0,0,0,1,0,0.5669,1,1,6.9,-0.843,22
7839,0,1,0,1,0,0,0,0,0.25,1,0,3.4,-1.989,22
8116,0,0,1,0,1,0,0,0,0.6,1,1,4.1,-1.498,21
5613,1,1,0,0,1,0,1,0,0.3618,1,0,6,-1.786,22
6794,1,0,0,1,1,0,0,0,0.2375,1,0,9.2,0,22
4548,1,0,0,0,1,0,0,0,1.7321,1,2,8.6,1.267,22
4314,0,1,0,0,0,0,0,0,0.3182,1,0,3.6,-1.079,20
1992,1,0,0,1,1,0,0,0,0.483,1,0,6,-0.671,21
412,1,0,0,0,0,0,1,0,0.8944,0,1,6.9,0.506,20
11941,1,0,0,0,1,0,0,0,0.4899,0,2,11.1,-0.506,21
233,1,0,0,0,0,0,0,1,1.2969,1,1,9.5,-0.574,21
12068,1,0,0,1,0,1,0,1,0.75,1,1,7,1.142,22
5392,1,0,0,0,1,0,0,1,0.9365,1,1,6.9,0.896,21
523,1,1,0,0,0,0,0,0,1.1068,1,2,14.3,-0.765,22
9827,0,1,0,1,1,0,1,0,0.3584,1,0,10.2,-1.535,21
5250,1,0,0,0,0,1,0,1,0.6708,0,2,8.2,1.118,21
6969,1,1,0,1,0,0,1,0,0.1564,0,0,5.7,-0.438,22
1536,0,0,1,0,1,0,0,0,1.1628,1,0,5,-0.719,22
387,1,1,0,0,0,0,0,0,0.8126,1,2,8.4,-1.754,22
2837,0,0,0,0,1,0,0,0,1.275,1,2,5.8,-0.358,21
8163,1,0,1,0,0,0,0,0,0.15,1,2,6,0.824,21
3529,1,0,0,0,1,0,0,0,1.4741,1,2,7.1,0.215,21
4161,1,0,0,0,1,0,1,0,0.866,1,2,5,0.162,21
8240,1,1,0,0,1,0,0,0,0.4,1,0,7.4,-0.771,21
4047,0,0,0,0,0,0,1,0,0.3686,1,0,4.5,-1.524,22
651,1,0,0,1,1,0,1,0,0.6928,1,1,6.9,0.869,20
6207,1,1,0,1,0,0,0,0,0.2694,1,2,6.7,-0.885,21
5928,1,1,0,1,0,1,1,0,0.5303,1,1,11.4,-0.338,22
1351,1,0,0,0,0,0,1,0,0.6708,1,2,6.7,-0.209,21
2291,1,0,0,0,0,1,0,1,2,0,2,7.1,1.64,21
3830,1,0,0,1,0,0,1,0,0.8573,1,0,4.7,-0.186,21
4242,1,0,0,0,1,0,1,0,0.805,1,2,3.4,0.024,22
3492,1,0,0,1,1,0,0,0,0.6868,0,0,7.2,0.438,22
3616,1,0,0,0,1,0,0,0,0.8689,1,1,6.3,1.373,22
9056,1,1,0,1,0,0,0,0,0.1821,0,2,9.8,0.541,22
1248,1,0,0,0,1,0,1,0,0.8497,0,0,7.8,-0.03,22
3898,1,0,0,0,0,1,0,1,1.7963,1,1,4.7,1.002,22
870,1,0,0,0,0,0,1,0,0.5303,1,1,8,-1.298,22
8924,0,0,0,1,0,0,0,0,0.0776,1,2,6.7,-1.005,21
1971,1,0,0,0,1,0,0,1,1.1,0,0,5.6,0.108,21
4156,0,0,0,1,0,0,0,0,0.841,1,1,3,-1.273,22
3404,1,0,0,0,1,0,1,0,0.7757,1,2,4.8,1.474,22
5959,1,1,0,0,1,0,1,0,0.7865,1,1,8.4,-1.24,22
2527,1,0,0,1,1,0,1,0,0.7647,0,1,5.6,-1.141,21
5622,1,0,0,0,1,0,0,0,0.8944,1,2,6,-0.219,20
3742,0,0,0,0,1,0,0,0,0.8533,1,0,6.1,-0.373,21
6113,1,1,0,0,1,0,1,0,0.3674,1,2,6.8,-1.992,21
6340,1,1,0,1,0,0,1,0,0.1939,0,2,10.2,-1.068,22
9771,1,0,1,0,0,0,0,0,0.8315,1,1,3.4,-0.214,22
3072,1,1,0,1,0,0,0,0,0.0816,1,0,11.4,-0.921,21
844,1,0,0,0,0,1,0,0,0.694,1,0,6.9,-0.473,22
11864,1,0,1,0,0,0,0,0,0.6532,1,0,5,-0.929,21
1977,1,0,0,0,1,0,1,0,1.2,1,1,10.1,-0.365,22
1920,1,0,0,0,0,1,0,1,1.8783,0,2,5.6,0.361,21
5898,1,1,0,0,1,0,1,0,0.8,1,2,11.4,-0.478,20
2666,0,0,0,0,0,0,0,0,0.15,1,1,11.3,-1.526,21
4829,1,0,0,0,0,1,0,1,0.9827,1,1,12.9,1.264,22
3385,1,0,0,0,1,0,1,0,1.206,1,1,9.9,0.988,22
10431,1,0,1,0,0,0,0,0,0.2255,1,2,7.5,-1.623,21
9836,1,0,1,1,0,0,0,0,0.3542,1,0,8.9,-1.047,22
6140,1,1,0,1,1,0,1,0,0.7603,1,2,6.8,-0.946,21
1425,1,0,0,0,1,0,0,1,0.8944,1,1,6.9,0.861,22
12139,0,0,0,0,0,0,0,0,0.5307,1,1,6,-0.568,21
3161,1,0,0,1,0,1,0,1,0.725,1,1,6.5,0.075,21
1869,1,0,0,0,1,0,1,0,1.0206,1,1,8.3,-0.482,21
7698,1,1,0,0,1,0,0,0,0.5389,1,2,6.3,-0.172,21
1952,1,0,0,0,1,0,0,1,1.0286,0,1,6.6,-0.041,21
31,1,0,1,1,0,0,0,0,0.2544,1,1,6.9,0,21
5058,0,0,0,1,0,0,0,0,0.7,1,2,6.1,-0.401,22
1626,1,0,0,0,0,1,0,1,0.939,1,1,6.9,1.654,22
2015,0,0,0,1,0,0,0,0,0.0939,1,0,10.1,-1.597,20
393,1,0,0,0,0,0,1,0,1.45,1,1,5.7,1.018,22
4862,1,0,0,1,1,0,1,0,0.7115,1,1,6.9,1.268,21
3933,1,1,0,0,0,0,0,0,0.7155,1,0,6.8,-1.41,22
751,1,0,0,0,0,1,0,1,0,1,1,13.7,-0.532,22
5514,1,0,0,0,0,0,0,0,0.3969,0,0,6.9,0.084,21
3044,0,0,0,1,0,0,0,0,0.2259,1,0,6.9,0,21
4025,0,0,0,1,0,0,0,0,0.0424,1,1,4.5,-0.355,22
11801,0,1,0,1,1,0,1,0,0.65,1,2,7.5,-1.145,21
667,1,0,0,0,1,0,0,0,1.5652,1,2,6.9,0.904,21
4583,1,0,0,0,0,0,0,1,0.5824,1,2,8.6,0.68,20
4098,0,0,0,0,1,0,1,0,1.2522,0,0,7.4,-1.178,22
6137,0,1,0,0,1,0,0,0,0.5276,1,0,6.8,-1.085,22
194,1,0,0,0,1,0,1,0,1.4,1,2,6.1,0.504,21
1315,1,0,0,0,0,1,0,1,2,1,1,6.2,0.412,21
1978,1,0,0,0,1,0,1,0,1.2,1,2,10.1,-0.646,21
4577,1,0,0,0,0,0,0,0,1.3,1,1,8.6,0.03,22
7456,0,1,0,0,0,0,0,0,0.2939,1,1,5.9,-1.896,22
4831,1,0,0,0,0,1,0,1,0.9827,1,2,6.7,1.319,20
7594,1,0,1,1,0,0,0,0,0.35,1,0,5,0,22
902,1,0,0,0,0,1,0,1,1.25,1,2,8,1.105,22
1011,1,0,0,0,1,0,1,0,1.3279,1,1,5.4,-0.149,22
8617,1,1,0,0,1,0,1,0,0.3402,1,0,6.9,-1.025,21
4623,1,0,0,0,1,0,0,0,1,1,2,7,-0.967,21
3521,1,0,0,0,1,0,1,0,1.1263,1,1,7.1,-0.02,22
12093,1,0,0,0,1,0,1,0,1.3238,1,1,3,0.244,21
3334,0,1,0,1,0,1,1,0,1,1,1,14.3,-0.464,22
1289,1,1,0,1,1,0,1,0,0.2147,1,2,7.5,-0.64,22
12116,1,0,0,0,0,1,0,1,1.3,0,2,4.9,1.001,21
6698,1,1,0,1,0,0,0,0,0.2683,1,0,6.2,0.127,21
155,0,0,0,0,1,0,1,0,0.7348,1,0,5.1,-0.027,21
11956,1,0,0,0,0,1,0,1,1.4289,1,2,5.8,0.348,22
2467,1,0,0,0,1,0,1,0,0.4914,0,2,11.5,0.489,22
6938,1,0,1,0,1,0,0,0,0.5774,1,2,3.7,0.037,20
951,1,0,0,0,1,0,1,0,0.7348,1,1,3.7,0.109,22
7010,1,1,0,0,1,0,0,0,0.8693,1,0,8,-0.338,22
4309,1,0,0,0,0,1,0,1,1.5,1,1,3.6,0.674,22
7266,1,1,0,1,0,1,0,0,0.297,1,1,6.9,-0.637,22
11796,1,1,0,1,0,1,0,1,0.2713,1,2,14.3,1.346,21
7268,1,1,0,0,1,0,0,0,0.2041,1,0,7.5,-0.992,22
1379,1,1,0,1,1,0,0,0,0.1938,1,2,6.7,-0.319,21
4114,1,0,0,0,0,0,0,0,1.1547,1,1,6,0.543,21
4760,1,0,0,0,0,1,0,1,1.15,1,1,8.4,1.429,21
8604,1,1,0,1,0,0,1,0,0.5367,0,2,4.2,-0.617,21
1667,0,0,0,1,1,0,1,0,0.3578,1,0,6,0.161,21
7145,1,0,0,1,0,0,1,0,0.7559,1,0,7.1,0.422,21
5291,1,0,0,0,1,0,0,1,0.3001,1,0,10.9,-0.963,22
1632,1,0,0,0,1,0,0,1,0.939,1,1,6.9,1.691,22
7262,1,1,0,0,0,0,1,0,0.3536,1,0,7.5,-1.029,21
2732,1,0,0,0,0,0,0,0,0.6,0,2,6.9,0.152,22
10051,1,0,1,0,0,0,0,0,0.8333,0,2,10.2,-1.072,20
3431,1,0,0,0,0,1,0,1,1.6667,1,1,6.8,1.576,21
3989,1,0,0,0,1,0,0,0,1.1547,1,0,5.9,-0.231,21
9437,1,1,0,0,0,0,0,0,0.3667,1,1,5.7,-0.994,21
5238,0,0,0,1,0,0,0,0,1.096,0,1,8.2,-0.92,21
2612,1,0,0,0,1,0,0,0,1.35,0,2,9.3,-0.432,21
5197,1,0,0,1,1,0,0,1,0.1782,0,1,4.7,0.665,22
3852,1,0,0,0,1,0,1,0,0.5367,1,1,4.7,-0.056,21
11945,1,0,1,0,0,0,0,0,0.0302,1,2,11.3,-1.174,20
8138,1,0,1,0,0,0,0,0,0.867,1,0,6,0.151,21
4020,1,1,0,0,0,0,0,0,0.3578,1,1,4.5,-0.597,21
6677,1,1,0,1,0,0,0,0,0.2035,1,2,6.9,-1.13,22
9821,0,0,1,0,1,0,0,1,0.5339,1,0,10.2,-0.288,22
4427,1,0,0,0,0,1,0,0,0.4619,1,2,6,0.197,21
11976,1,0,1,1,0,0,0,1,0.2009,1,1,9.2,-1.101,21
8165,0,0,1,0,0,0,0,0,0.7348,1,1,6,0.177,21
1890,1,0,0,1,0,0,0,0,0.3536,1,0,6.9,-1.11,22
5504,1,0,0,0,1,0,0,0,0.2907,0,2,4.9,1.006,22
4840,1,0,0,1,1,0,0,0,0.5374,1,0,12.9,1.292,22
8478,1,1,0,0,0,0,0,0,0.1,1,2,9.1,-0.86,20
4942,1,0,0,0,0,0,0,0,0.2907,0,2,7.4,-0.978,21
3516,1,0,0,0,1,0,1,0,0.8165,1,1,7.1,-0.329,22
4471,1,0,0,1,1,0,1,0,0.87,1,2,6.9,1.214,22
791,1,0,0,0,1,0,0,0,1.0733,1,0,6.9,0.75,21
3994,1,0,0,0,1,0,0,0,0.4082,1,1,6.9,0.188,20
4010,1,0,0,0,0,1,1,0,0.5969,1,2,7.7,1.075,21
4430,1,1,0,1,0,0,0,0,0.5367,1,1,6,0.941,22
2172,1,0,0,0,0,1,0,0,1.2124,0,2,4.2,-0.012,22
11791,1,0,0,0,1,0,0,0,0.9,1,2,4.8,0.607,21
7812,1,1,0,0,0,0,0,0,0.3436,1,0,3,-1.439,20
8582,0,1,0,0,0,0,0,0,0.4009,0,0,5.4,-0.968,21
3660,1,0,0,0,0,0,0,0,0.257,1,2,5.6,-1.511,21
9822,1,0,1,0,1,0,0,1,0.5339,1,2,10.2,-0.111,21
2051,0,0,0,0,1,0,0,0,0.2449,0,2,7.7,-1.225,21
10337,1,1,0,0,0,0,0,0,0.3402,0,2,5.8,-1.206,21
4390,1,0,0,0,1,0,0,0,1.0286,1,1,6.6,-0.574,21
1627,0,0,0,0,0,1,0,1,0.939,1,2,7.8,-0.351,21
5312,1,0,0,1,0,0,0,0,1.1547,0,0,10.9,-0.755,20
4913,1,0,0,0,1,0,1,0,0.6124,0,2,5.7,0.196,20
9186,0,1,0,1,0,0,0,0,0.1704,0,0,8.6,-1.537,22
2476,0,0,0,0,0,0,1,0,1.0206,0,2,6.9,-1.235,21
9572,1,1,0,0,1,0,0,0,0.6928,1,2,11.1,0.406,21
5585,1,0,0,0,1,0,0,0,0.3464,0,1,7.5,-0.664,22
5222,1,0,1,0,0,0,0,0,0.492,0,1,13.4,0.179,22
8307,0,0,1,0,0,0,0,0,0.284,1,0,6,0,22
3460,1,0,0,0,1,0,1,0,0.8944,1,2,7.5,-0.682,20
4860,1,0,0,1,1,0,1,0,0.7115,1,1,12.9,-0.602,22
12110,1,0,0,0,1,0,1,0,0.6899,0,2,10.7,0.115,20
8972,1,1,0,1,0,0,0,0,0.2449,1,0,8.4,-1.143,22
7318,1,1,0,0,1,0,0,1,0.75,1,0,6,0.268,20
5693,1,0,0,1,1,0,0,1,0.6505,1,1,6.8,0.957,22
69,1,0,0,0,0,1,0,1,2,1,2,6.2,1.11,21
4709,1,0,0,0,0,1,0,1,3.5,1,2,6.9,0.458,21
8263,1,0,1,0,0,0,0,0,0.5501,1,0,6,0.817,22
207,0,0,0,1,0,0,0,0,0.5814,1,0,9,-0.771,22
10385,1,0,0,1,0,0,1,0,0.4,1,0,6.9,-0.057,21
3693,0,0,0,1,0,1,0,1,1.4,1,1,4.3,-0.289,22
4285,1,0,0,1,0,0,1,0,0.7615,1,2,6.2,0.061,21
2255,0,0,0,0,0,0,0,0,0.6708,0,1,7.1,-0.982,22
2912,1,0,0,1,0,0,1,0,0.2,1,0,4,-0.175,22
2765,1,0,0,0,1,0,1,0,1.0286,0,2,9.8,0.171,22
7690,1,1,0,0,0,1,0,0,0.8497,1,1,5.1,-0.145,21
7986,0,0,1,0,0,0,0,0,0.1512,1,1,8.9,-0.627,22
3695,0,1,0,1,0,1,0,0,0.8573,1,0,3.1,0.254,22
8536,1,1,0,0,1,0,1,0,0.1225,0,0,4.3,-0.299,22
4068,0,0,0,0,0,0,1,0,0.2776,1,0,6.6,-1.208,22
5621,1,0,0,0,1,0,0,0,0.8944,1,1,6,0.183,20
5278,1,0,0,0,0,0,0,0,0.2773,0,2,10.7,-0.588,21
540,0,0,0,1,0,0,0,0,0.4919,1,0,6.9,-0.577,22
637,1,0,0,0,1,0,1,0,1.35,0,2,6.3,0.175,21
6576,1,1,0,0,0,0,0,0,0.3708,0,2,6.9,-0.102,22
2772,1,1,0,0,1,0,0,1,0.5376,0,0,6.9,-0.867,21
2069,1,0,0,0,0,1,0,1,1.0206,0,2,7.7,1.481,21
9016,1,1,0,1,1,0,0,1,1.5061,1,2,6.9,-0.077,22
4813,1,0,0,0,0,1,0,1,0.75,1,1,5.9,0.265,21
2020,1,0,0,0,1,0,0,0,1.1431,1,2,10.1,-0.683,21
3082,1,0,0,0,0,0,0,0,0.4327,0,2,8.2,-0.076,20
9841,1,0,1,0,0,0,0,0,0.4313,1,0,8.6,-1.111,21
596,1,1,0,1,0,1,1,0,0.5774,1,2,7.5,0.424,22
3361,1,0,0,0,1,0,0,1,1.0206,1,1,7.4,0.751,22
2151,1,0,0,0,1,0,1,0,1.4,0,1,7.9,1.021,22
2906,1,0,0,0,0,1,0,1,2.3702,1,1,4,1.396,22
9389,1,0,0,0,0,0,0,0,0.85,1,2,6.3,1.586,21
9977,0,0,1,0,0,0,0,0,0.147,1,0,6,-1.805,21
4979,1,0,1,1,1,0,1,0,0.2885,1,2,3,0.535,20
2682,0,0,1,0,0,0,0,0,0.0077,1,1,11.3,-1.545,21
5903,0,0,1,1,0,0,0,0,0.1159,1,0,11.4,-1.741,21
7320,1,1,0,0,0,0,0,0,0.75,1,1,6,-1.414,22
8856,1,0,1,1,0,0,0,0,0.291,1,2,7.8,-0.211,21
1456,0,0,0,1,1,0,0,0,1.118,1,0,3.4,-0.3,22
8891,1,0,1,0,0,0,1,0,0.6891,1,1,3.7,0.746,22
4747,1,0,0,0,0,0,0,0,0.805,1,2,7.7,-1.051,21
246,1,0,0,0,1,0,1,0,0.6708,1,2,8.8,1.122,21
7185,1,1,0,0,1,0,1,0,0.8165,1,2,6.8,1.167,22
8632,1,1,0,0,1,0,0,0,0.4919,1,2,6.9,-0.453,22
185,1,0,0,0,1,0,1,0,1.0286,1,2,6.1,0.186,20
3751,0,0,0,1,1,0,1,0,0.313,1,0,6.1,0.171,21
7860,1,1,0,0,0,0,1,0,0.7071,1,0,3.4,-1.321,21
4470,1,0,0,0,1,0,0,1,1.5652,1,1,10.2,0.513,22
6838,1,1,0,1,1,0,1,0,1.0041,1,0,6.3,0.039,22
6617,1,0,0,1,0,0,0,0,0.2508,1,0,6.9,0.613,21
3999,0,0,0,0,0,0,1,0,0.4899,1,2,5.3,-0.398,21
4912,1,0,0,0,1,0,1,0,0.6124,0,2,5.7,1.133,21
3357,1,0,0,1,1,0,0,1,1.3416,1,2,7.4,0.284,20
11759,1,0,0,0,0,0,1,0,0.8165,1,0,6.1,-0.234,21
9059,1,1,0,1,0,0,0,0,0.119,0,2,9.8,0.712,20
3230,0,0,0,0,0,0,1,0,1.1547,1,1,4.9,-1.179,22
4209,0,1,0,0,1,0,0,0,0.1878,1,0,7,-1.656,22
784,1,0,0,0,0,0,1,0,0.7603,1,0,6.8,-0.068,21
486,1,0,0,0,1,0,0,1,1.0733,1,0,14.3,0.026,21
8814,0,0,1,0,0,0,0,0,0.1897,1,2,7.4,-1.48,21
1418,1,0,1,1,0,0,1,0,1.0733,1,0,3.4,0.013,20
7491,1,1,0,0,1,0,1,0,2.0496,1,2,5.9,-0.057,20
3890,1,0,0,0,0,1,0,1,2.15,1,1,5.6,1.273,22
12131,1,1,0,0,0,0,1,0,0.7348,1,2,6,-0.341,20
7932,1,0,1,0,0,0,0,0,0.5,1,1,10.2,-1.475,21
4059,1,0,0,0,1,0,0,0,0.5485,1,1,4.4,1.542,22
2045,1,0,0,1,0,1,0,0,0.2256,1,2,10.1,-0.125,20
7964,1,0,1,0,0,0,0,0,0.5168,1,1,8.9,0.458,21
10489,1,1,0,1,0,0,0,0,0.3402,1,0,10.2,-1.027,20
9762,1,0,1,0,0,0,0,0,0.7155,1,1,3.4,-1.078,21
3463,1,0,0,0,0,1,0,1,0.8485,1,2,7.5,0.321,21
5607,1,1,0,0,0,0,0,0,0.6973,1,1,6,-0.434,21
5611,1,1,0,0,0,0,0,0,0.4919,1,1,6,-1.062,20
2207,1,0,0,1,0,0,1,0,0.5657,0,0,4.5,0.805,22
4014,1,0,0,1,0,0,1,0,0.9839,1,2,5.3,-0.582,21
7119,1,1,0,0,0,1,0,1,2.5,1,1,9.1,1.562,21
6898,1,1,0,1,0,0,0,0,0.3,1,1,4.3,-1.147,21
12199,1,1,0,1,1,0,0,0,0.0495,1,0,6.9,-0.625,22
1353,1,0,0,0,1,0,1,0,1.15,1,1,6.7,0.127,21
5364,1,0,0,0,0,0,1,0,0.8165,0,1,5.1,-0.6,22
253,0,0,0,1,0,0,1,0,0.7,1,0,9.5,-0.692,21
4090,1,0,0,0,1,0,0,0,0.6,0,2,7.3,-0.099,21
2589,1,0,0,0,0,1,0,0,0.4,0,2,5.9,1.547,21
1384,1,1,0,0,1,0,0,0,0.8315,1,2,6.9,-0.87,22
1679,1,0,0,0,0,1,1,0,1.8371,1,2,6,0.737,22
4064,1,0,0,0,1,0,1,0,1.2,1,0,4.5,1.136,21
3795,1,0,0,0,0,1,0,1,1.35,1,1,8.7,0.917,20
6792,1,0,1,1,0,0,0,0,0.192,1,0,6.9,-0.953,21
1561,1,0,0,1,0,1,0,0,2.8284,1,0,4.8,0.346,21
4448,1,0,0,1,1,0,0,0,1.3279,1,1,6,1.201,21
5184,1,0,0,1,1,0,1,0,0.5367,0,1,4.7,-0.393,21
5468,0,0,0,0,0,0,0,0,0.1191,0,1,6.1,-1.505,22
5269,0,0,0,0,0,0,0,0,0.4619,0,1,10.7,-1.057,22
3640,1,0,0,0,0,0,0,0,0.6205,0,2,7.2,-1.657,20
7484,1,1,0,0,1,0,1,0,0.5814,1,2,5.9,-0.372,21
6279,0,1,0,0,0,0,0,0,0.5443,0,2,9.8,-1.168,22
8433,1,1,0,0,1,0,1,0,0.3674,1,2,6.8,-1.294,22
8136,1,0,0,0,1,0,0,1,0.6708,1,2,6,0.458,22
8923,1,0,1,0,1,0,1,0,0.3084,1,0,6.9,-0.241,22
8653,1,1,0,0,1,0,1,0,0.3536,1,2,8.6,-1.011,21
2547,1,1,0,0,1,0,0,0,0.5,0,2,5.6,-0.273,21
10078,1,0,1,0,0,0,0,0,0.2899,1,0,8,-0.48,21
5440,1,0,0,0,0,1,0,1,0.6425,0,1,4.4,1.36,21
765,1,0,1,0,0,0,1,0,0.9016,1,2,9.4,0.146,21
9669,1,0,0,0,1,0,1,0,0.55,1,2,5,0.229,21
5420,1,0,0,0,1,0,1,0,0.5715,1,1,5.1,1.498,22
4518,1,0,0,0,1,0,1,0,0.6708,1,1,7,-0.423,21
2617,0,0,0,1,1,0,1,0,0.7217,0,2,8.7,-1.447,22
5863,1,0,1,0,0,0,0,0,0.6364,1,2,12.4,-0.333,21
4529,1,0,0,1,0,1,0,1,1.85,1,0,4.6,0,22
2188,1,0,0,0,1,0,0,1,0.9,0,1,4.2,-0.705,21
6729,0,1,0,1,1,0,1,0,0.2498,1,0,9,-0.114,21
7559,0,0,0,1,1,0,1,0,0.65,1,1,5,-0.927,21
3963,1,0,0,1,0,0,0,0,0.9,1,2,6.8,-0.2,22
4191,1,0,0,0,0,1,0,1,1.5652,1,2,5.3,1.454,22
5357,1,0,0,0,0,0,0,0,0.5367,0,0,4.1,-0.618,20
4299,1,0,0,1,1,0,1,0,0.6261,1,0,3.6,0.947,21
10004,1,0,1,1,1,0,1,0,0.22,1,2,5.4,0.174,21
5410,1,0,0,0,0,1,0,0,0.866,0,2,8.2,1.105,22
11880,1,0,0,0,1,0,0,1,0.6708,1,1,6.9,-0.161,21
5540,1,0,0,0,1,0,1,0,1.2611,0,1,4.9,-0.192,22
8588,1,1,0,0,1,0,0,1,0.5292,0,1,6.9,0.037,22
4830,1,0,0,0,0,1,0,1,0.9827,1,2,5,1.396,20
12014,1,0,0,0,1,0,0,1,1,1,2,4.6,0.794,21
7570,1,0,0,0,0,0,0,0,0.3503,1,2,5,-0.276,22
9788,1,0,0,0,1,0,0,1,1.3416,1,1,3.6,1.292,21
196,1,0,0,0,0,1,0,1,3.5,1,2,4.5,1.585,21
7848,0,1,0,1,0,0,1,0,0.09,1,0,5.5,-1.398,22
3875,1,0,0,0,0,1,0,1,1.8783,1,2,3.2,1.358,22
9329,1,1,0,0,1,0,1,0,0.4025,1,2,9,-1.811,20
4348,0,0,0,1,0,1,1,0,1.0607,1,1,5.4,0.265,21
1350,1,0,0,0,0,0,1,0,0.6708,1,1,6.9,0,22
1602,1,0,0,0,1,0,1,0,0.75,1,2,7.8,0.331,21
4855,1,0,0,1,1,0,0,0,0.694,1,1,6.9,0.635,20
10363,1,1,0,0,0,1,0,1,1.5652,1,2,6.5,0.501,22
3865,1,0,0,1,1,0,0,1,0.6293,1,1,3.2,1.415,22
7381,1,1,0,0,0,0,1,0,0.347,1,2,4.5,-1.195,21
8038,1,1,0,0,1,0,0,1,0.1225,1,0,6.8,1.109,21
2760,1,0,0,1,1,0,1,0,0.3187,0,2,9.8,-0.04,21
4908,1,0,0,0,1,0,0,1,1.033,0,0,7.4,-0.367,21
2604,1,0,0,0,1,0,1,0,0.7155,0,2,8.7,0.537,21
7643,1,1,0,1,1,0,1,0,0.0751,1,2,5.7,-1.816,21
5082,1,0,0,0,0,0,0,0,0.2776,1,1,5.1,-1.476,21
7715,1,1,0,0,0,1,0,0,0.1768,1,2,6.3,-1.333,21
6013,1,1,0,0,1,0,0,0,0.7348,1,1,6.9,-0.187,21
8741,1,0,0,0,0,1,0,1,0.5926,1,2,2.9,-0.108,21
3968,1,0,0,0,1,0,0,1,0.4041,1,2,6.8,1.385,22
7925,1,0,0,0,1,0,0,1,1.591,1,2,10.2,0.057,21
2316,0,0,0,0,0,0,0,0,0.6,1,1,5.5,-0.792,22
1291,1,1,0,1,1,0,0,0,0.5116,1,0,5.5,-1.229,22
11849,1,1,0,0,1,0,1,0,0.378,1,0,5.6,-1.116,22
741,1,0,0,1,1,0,0,0,0.2236,1,2,13.7,0.033,20
9,1,0,0,1,1,0,0,0,0.694,1,2,4.8,0.452,22
4756,1,0,0,0,0,1,0,1,1.6,1,1,8,1.828,22
10001,1,0,1,1,1,0,1,0,0.7506,1,2,9.2,0.452,20
